Time	Node	FaceId	FaceDescr	Type	Packets	Kilobytes	PacketRaw	KilobytesRaw
2	0	258	appFace://	InTimedOutInterests	0	0	0	0
2	0	258	appFace://	OutSatisfiedInterests	0.8	0	1	0
2	0	258	appFace://	OutTimedOutInterests	0	0	0	0
2	0	-1	all	SatisfiedInterests	1.12	0	1	0
2	0	-1	all	TimedOutInterests	0	0	0	0
2	1	257	netdev://[00:00:00:00:00:02]	InInterests	0.8	0.0328125	1	0.0410156
2	1	257	netdev://[00:00:00:00:00:02]	OutInterests	0.8	0.0328125	1	0.0410156
2	1	257	netdev://[00:00:00:00:00:02]	InData	2.4	2.48906	3	3.11133
2	1	257	netdev://[00:00:00:00:00:02]	OutData	0.8	0.829688	1	1.03711
2	1	257	netdev://[00:00:00:00:00:02]	InNacks	0	0	0	0
2	1	257	netdev://[00:00:00:00:00:02]	OutNacks	0	0	0	0
2	1	257	netdev://[00:00:00:00:00:02]	InSatisfiedInterests	0.8	0	1	0
2	1	257	netdev://[00:00:00:00:00:02]	InTimedOutInterests	0	0	0	0
2	1	257	netdev://[00:00:00:00:00:02]	OutSatisfiedInterests	0.8	0	1	0
2	1	257	netdev://[00:00:00:00:00:02]	OutTimedOutInterests	0	0	0	0
2	1	-1	all	SatisfiedInterests	0.8	0	1	0
2	1	-1	all	TimedOutInterests	0	0	0	0
2	2	257	netdev://[00:00:00:00:00:03]	InInterests	1.6	0.065625	2	0.0820312
2	2	257	netdev://[00:00:00:00:00:03]	OutInterests	0	0	0	0
2	2	257	netdev://[00:00:00:00:00:03]	InData	2.4	2.48906	3	3.11133
2	2	257	netdev://[00:00:00:00:00:03]	OutData	0.8	0.829688	1	1.03711
2	2	257	netdev://[00:00:00:00:00:03]	InNacks	0	0	0	0
2	2	257	netdev://[00:00:00:00:00:03]	OutNacks	0	0	0	0
2	2	257	netdev://[00:00:00:00:00:03]	InSatisfiedInterests	0.8	0	1	0
2	2	257	netdev://[00:00:00:00:00:03]	InTimedOutInterests	0	0	0	0
2	2	257	netdev://[00:00:00:00:00:03]	OutSatisfiedInterests	0	0	0	0
2	2	257	netdev://[00:00:00:00:00:03]	OutTimedOutInterests	0	0	0	0
2	2	-1	all	SatisfiedInterests	0.8	0	1	0
2	2	-1	all	TimedOutInterests	0	0	0	0
2	3	257	netdev://[00:00:00:00:00:04]	InInterests	1.6	0.065625	2	0.0820312
2	3	257	netdev://[00:00:00:00:00:04]	OutInterests	0	0	0	0
2	3	257	netdev://[00:00:00:00:00:04]	InData	1.6	1.65938	2	2.07422
2	3	257	netdev://[00:00:00:00:00:04]	OutData	0.8	0.829688	1	1.03711
2	3	257	netdev://[00:00:00:00:00:04]	InNacks	0	0	0	0
2	3	257	netdev://[00:00:00:00:00:04]	OutNacks	0	0	0	0
2	3	257	netdev://[00:00:00:00:00:04]	InSatisfiedInterests	0.8	0	1	0
2	3	257	netdev://[00:00:00:00:00:04]	InTimedOutInterests	0	0	0	0
2	3	257	netdev://[00:00:00:00:00:04]	OutSatisfiedInterests	0	0	0	0
2	3	257	netdev://[00:00:00:00:00:04]	OutTimedOutInterests	0	0	0	0
2	3	-1	all	SatisfiedInterests	0.8	0	1	0
2	3	-1	all	TimedOutInterests	0	0	0	0
2	4	1	internal://	InInterests	0	0	0	0
2	4	1	internal://	OutInterests	0	0	0	0
2	4	1	internal://	InData	0	0	0	0
2	4	1	internal://	OutData	0	0	0	0
2	4	1	internal://	InNacks	0	0	0	0
2	4	1	internal://	OutNacks	0	0	0	0
2	4	1	internal://	InSatisfiedInterests	0	0	0	0
2	4	1	internal://	InTimedOutInterests	0	0	0	0
2	4	1	internal://	OutSatisfiedInterests	0.96	0	1	0
2	4	1	internal://	OutTimedOutInterests	0	0	0	0
2	4	2	internal://	InInterests	0	0	0	0
2	4	2	internal://	OutInterests	0	0	0	0
2	4	2	internal://	InData	0	0	0	0
2	4	2	internal://	OutData	0	0	0	0
2	4	2	internal://	InNacks	0	0	0	0
2	4	2	internal://	OutNacks	0	0	0	0
2	4	2	internal://	InSatisfiedInterests	0.16	0	0	0
2	4	2	internal://	InTimedOutInterests	0	0	0	0
2	4	2	internal://	OutSatisfiedInterests	0	0	0	0
2	4	2	internal://	OutTimedOutInterests	0	0	0	0
2	4	256	internal://	InInterests	0	0	0	0
2	4	256	internal://	OutInterests	0	0	0	0
2	4	256	internal://	InData	0	0	0	0
2	4	256	internal://	OutData	0	0	0	0
2	4	256	internal://	InNacks	0	0	0	0
2	4	256	internal://	OutNacks	0	0	0	0
2	4	256	internal://	InSatisfiedInterests	0.8	0	1	0
2	4	256	internal://	InTimedOutInterests	0	0	0	0
2	4	256	internal://	OutSatisfiedInterests	0	0	0	0
2	4	256	internal://	OutTimedOutInterests	0	0	0	0
2	4	257	netdev://[00:00:00:00:00:05]	InInterests	0.8	0.0328125	1	0.0410156
2	4	257	netdev://[00:00:00:00:00:05]	OutInterests	0.8	0.0328125	1	0.0410156
2	4	257	netdev://[00:00:00:00:00:05]	InData	2.4	2.48906	3	3.11133
2	4	257	netdev://[00:00:00:00:00:05]	OutData	0	0	0	0
2	4	257	netdev://[00:00:00:00:00:05]	InNacks	0	0	0	0
2	4	257	netdev://[00:00:00:00:00:05]	OutNacks	0	0	0	0
2	4	257	netdev://[00:00:00:00:00:05]	InSatisfiedInterests	0	0	0	0
2	4	257	netdev://[00:00:00:00:00:05]	InTimedOutInterests	0	0	0	0
2	4	257	netdev://[00:00:00:00:00:05]	OutSatisfiedInterests	0.8	0	1	0
2	4	257	netdev://[00:00:00:00:00:05]	OutTimedOutInterests	0	0	0	0
2	4	258	appFace://	InInterests	0.8	0.0328125	1	0.0410156
2	4	258	appFace://	OutInterests	0	0	0	0
2	4	258	appFace://	InData	0	0	0	0
2	4	258	appFace://	OutData	0.8	0.829688	1	1.03711
2	4	258	appFace://	InNacks	0	0	0	0
2	4	258	appFace://	OutNacks	0	0	0	0
2	4	258	appFace://	InSatisfiedInterests	0.8	0	1	0
2	4	258	appFace://	InTimedOutInterests	0	0	0	0
2	4	258	appFace://	OutSatisfiedInterests	0	0	0	0
2	4	258	appFace://	OutTimedOutInterests	0	0	0	0
2	4	-1	all	SatisfiedInterests	1.76	0	2	0
2	4	-1	all	TimedOutInterests	0	0	0	0
3	0	1	internal://	InInterests	0	0	0	0
3	0	1	internal://	OutInterests	0	0	0	0
3	0	1	internal://	InData	0	0	0	0
3	0	1	internal://	OutData	0	0	0	0
3	0	1	internal://	InNacks	0	0	0	0
3	0	1	internal://	OutNacks	0	0	0	0
3	0	1	internal://	InSatisfiedInterests	0	0	0	0
3	0	1	internal://	InTimedOutInterests	0	0	0	0
3	0	1	internal://	OutSatisfiedInterests	0.064	0	0	0
3	0	1	internal://	OutTimedOutInterests	0	0	0	0
3	0	2	internal://	InInterests	0	0	0	0
3	0	2	internal://	OutInterests	0	0	0	0
3	0	2	internal://	InData	0	0	0	0
3	0	2	internal://	OutData	0	0	0	0
3	0	2	internal://	InNacks	0	0	0	0
3	0	2	internal://	OutNacks	0	0	0	0
3	0	2	internal://	InSatisfiedInterests	0.032	0	0	0
3	0	2	internal://	InTimedOutInterests	0	0	0	0
3	0	2	internal://	OutSatisfiedInterests	0	0	0	0
3	0	2	internal://	OutTimedOutInterests	0	0	0	0
3	0	256	internal://	InInterests	0	0	0	0
3	0	256	internal://	OutInterests	0	0	0	0
3	0	256	internal://	InData	0	0	0	0
3	0	256	internal://	OutData	0	0	0	0
3	0	256	internal://	InNacks	0	0	0	0
3	0	256	internal://	OutNacks	0	0	0	0
3	0	256	internal://	InSatisfiedInterests	0.032	0	0	0
3	0	256	internal://	InTimedOutInterests	0	0	0	0
3	0	256	internal://	OutSatisfiedInterests	0	0	0	0
3	0	256	internal://	OutTimedOutInterests	0	0	0	0
3	0	257	netdev://[00:00:00:00:00:01]	InInterests	0.16	0.0065625	0	0
3	0	257	netdev://[00:00:00:00:00:01]	OutInterests	0	0	0	0
3	0	257	netdev://[00:00:00:00:00:01]	InData	0.32	0.331875	0	0
3	0	257	netdev://[00:00:00:00:00:01]	OutData	0.16	0.165937	0	0
3	0	257	netdev://[00:00:00:00:00:01]	InNacks	0	0	0	0
3	0	257	netdev://[00:00:00:00:00:01]	OutNacks	0	0	0	0
3	0	257	netdev://[00:00:00:00:00:01]	InSatisfiedInterests	0.16	0	0	0
3	0	257	netdev://[00:00:00:00:00:01]	InTimedOutInterests	0	0	0	0
3	0	257	netdev://[00:00:00:00:00:01]	OutSatisfiedInterests	0	0	0	0
3	0	257	netdev://[00:00:00:00:00:01]	OutTimedOutInterests	0	0	0	0
3	0	258	appFace://	InInterests	0	0	0	0
3	0	258	appFace://	OutInterests	0.16	0.0065625	0	0
3	0	258	appFace://	InData	0.16	0.165937	0	0
3	0	258	appFace://	OutData	0	0	0	0
3	0	258	appFace://	InNacks	0	0	0	0
3	0	258	appFace://	OutNacks	0	0	0	0
3	0	258	appFace://	InSatisfiedInterests	0	0	0	0
3	0	258	appFace://	InTimedOutInterests	0	0	0	0
3	0	258	appFace://	OutSatisfiedInterests	0.16	0	0	0
3	0	258	appFace://	OutTimedOutInterests	0	0	0	0
3	0	-1	all	SatisfiedInterests	0.224	0	0	0
3	0	-1	all	TimedOutInterests	0	0	0	0
3	1	257	netdev://[00:00:00:00:00:02]	InInterests	0.16	0.0065625	0	0
3	1	257	netdev://[00:00:00:00:00:02]	OutInterests	0.16	0.0065625	0	0
3	1	257	netdev://[00:00:00:00:00:02]	InData	0.48	0.497812	0	0
3	1	257	netdev://[00:00:00:00:00:02]	OutData	0.16	0.165937	0	0
3	1	257	netdev://[00:00:00:00:00:02]	InNacks	0	0	0	0
3	1	257	netdev://[00:00:00:00:00:02]	OutNacks	0	0	0	0
3	1	257	netdev://[00:00:00:00:00:02]	InSatisfiedInterests	0.16	0	0	0
3	1	257	netdev://[00:00:00:00:00:02]	InTimedOutInterests	0	0	0	0
3	1	257	netdev://[00:00:00:00:00:02]	OutSatisfiedInterests	0.16	0	0	0
3	1	257	netdev://[00:00:00:00:00:02]	OutTimedOutInterests	0	0	0	0
3	1	-1	all	SatisfiedInterests	0.16	0	0	0
3	1	-1	all	TimedOutInterests	0	0	0	0
3	2	257	netdev://[00:00:00:00:00:03]	InInterests	0.32	0.013125	0	0
3	2	257	netdev://[00:00:00:00:00:03]	OutInterests	0	0	0	0
3	2	257	netdev://[00:00:00:00:00:03]	InData	0.48	0.497812	0	0
3	2	257	netdev://[00:00:00:00:00:03]	OutData	0.16	0.165937	0	0
3	2	257	netdev://[00:00:00:00:00:03]	InNacks	0	0	0	0
3	2	257	netdev://[00:00:00:00:00:03]	OutNacks	0	0	0	0
3	2	257	netdev://[00:00:00:00:00:03]	InSatisfiedInterests	0.16	0	0	0
3	2	257	netdev://[00:00:00:00:00:03]	InTimedOutInterests	0	0	0	0
3	2	257	netdev://[00:00:00:00:00:03]	OutSatisfiedInterests	0	0	0	0
3	2	257	netdev://[00:00:00:00:00:03]	OutTimedOutInterests	0	0	0	0
3	2	-1	all	SatisfiedInterests	0.16	0	0	0
3	2	-1	all	TimedOutInterests	0	0	0	0
3	3	257	netdev://[00:00:00:00:00:04]	InInterests	0.32	0.013125	0	0
3	3	257	netdev://[00:00:00:00:00:04]	OutInterests	0	0	0	0
3	3	257	netdev://[00:00:00:00:00:04]	InData	0.32	0.331875	0	0
3	3	257	netdev://[00:00:00:00:00:04]	OutData	0.16	0.165937	0	0
3	3	257	netdev://[00:00:00:00:00:04]	InNacks	0	0	0	0
3	3	257	netdev://[00:00:00:00:00:04]	OutNacks	0	0	0	0
3	3	257	netdev://[00:00:00:00:00:04]	InSatisfiedInterests	0.16	0	0	0
3	3	257	netdev://[00:00:00:00:00:04]	InTimedOutInterests	0	0	0	0
3	3	257	netdev://[00:00:00:00:00:04]	OutSatisfiedInterests	0	0	0	0
3	3	257	netdev://[00:00:00:00:00:04]	OutTimedOutInterests	0	0	0	0
3	3	-1	all	SatisfiedInterests	0.16	0	0	0
3	3	-1	all	TimedOutInterests	0	0	0	0
3	4	1	internal://	InInterests	0	0	0	0
3	4	1	internal://	OutInterests	0	0	0	0
3	4	1	internal://	InData	0	0	0	0
3	4	1	internal://	OutData	0	0	0	0
3	4	1	internal://	InNacks	0	0	0	0
3	4	1	internal://	OutNacks	0	0	0	0
3	4	1	internal://	InSatisfiedInterests	0	0	0	0
3	4	1	internal://	InTimedOutInterests	0	0	0	0
3	4	1	internal://	OutSatisfiedInterests	0.192	0	0	0
3	4	1	internal://	OutTimedOutInterests	0	0	0	0
3	4	2	internal://	InInterests	0	0	0	0
3	4	2	internal://	OutInterests	0	0	0	0
3	4	2	internal://	InData	0	0	0	0
3	4	2	internal://	OutData	0	0	0	0
3	4	2	internal://	InNacks	0	0	0	0
3	4	2	internal://	OutNacks	0	0	0	0
3	4	2	internal://	InSatisfiedInterests	0.032	0	0	0
3	4	2	internal://	InTimedOutInterests	0	0	0	0
3	4	2	internal://	OutSatisfiedInterests	0	0	0	0
3	4	2	internal://	OutTimedOutInterests	0	0	0	0
3	4	256	internal://	InInterests	0	0	0	0
3	4	256	internal://	OutInterests	0	0	0	0
3	4	256	internal://	InData	0	0	0	0
3	4	256	internal://	OutData	0	0	0	0
3	4	256	internal://	InNacks	0	0	0	0
3	4	256	internal://	OutNacks	0	0	0	0
3	4	256	internal://	InSatisfiedInterests	0.16	0	0	0
3	4	256	internal://	InTimedOutInterests	0	0	0	0
3	4	256	internal://	OutSatisfiedInterests	0	0	0	0
3	4	256	internal://	OutTimedOutInterests	0	0	0	0
3	4	257	netdev://[00:00:00:00:00:05]	InInterests	0.16	0.0065625	0	0
3	4	257	netdev://[00:00:00:00:00:05]	OutInterests	0.16	0.0065625	0	0
3	4	257	netdev://[00:00:00:00:00:05]	InData	0.48	0.497812	0	0
3	4	257	netdev://[00:00:00:00:00:05]	OutData	0	0	0	0
3	4	257	netdev://[00:00:00:00:00:05]	InNacks	0	0	0	0
3	4	257	netdev://[00:00:00:00:00:05]	OutNacks	0	0	0	0
3	4	257	netdev://[00:00:00:00:00:05]	InSatisfiedInterests	0	0	0	0
3	4	257	netdev://[00:00:00:00:00:05]	InTimedOutInterests	0	0	0	0
3	4	257	netdev://[00:00:00:00:00:05]	OutSatisfiedInterests	0.16	0	0	0
3	4	257	netdev://[00:00:00:00:00:05]	OutTimedOutInterests	0	0	0	0
3	4	258	appFace://	InInterests	0.16	0.0065625	0	0
3	4	258	appFace://	OutInterests	0	0	0	0
3	4	258	appFace://	InData	0	0	0	0
3	4	258	appFace://	OutData	0.16	0.165937	0	0
3	4	258	appFace://	InNacks	0	0	0	0
3	4	258	appFace://	OutNacks	0	0	0	0
3	4	258	appFace://	InSatisfiedInterests	0.16	0	0	0
3	4	258	appFace://	InTimedOutInterests	0	0	0	0
3	4	258	appFace://	OutSatisfiedInterests	0	0	0	0
3	4	258	appFace://	OutTimedOutInterests	0	0	0	0
3	4	-1	all	SatisfiedInterests	0.352	0	0	0
3	4	-1	all	TimedOutInterests	0	0	0	0
4	0	1	internal://	InInterests	0	0	0	0
4	0	1	internal://	OutInterests	0	0	0	0
4	0	1	internal://	InData	0	0	0	0
4	0	1	internal://	OutData	0	0	0	0
4	0	1	internal://	InNacks	0	0	0	0
4	0	1	internal://	OutNacks	0	0	0	0
4	0	1	internal://	InSatisfiedInterests	0	0	0	0
4	0	1	internal://	InTimedOutInterests	0	0	0	0
4	0	1	internal://	OutSatisfiedInterests	0.0128	0	0	0
4	0	1	internal://	OutTimedOutInterests	0	0	0	0
4	0	2	internal://	InInterests	0	0	0	0
4	0	2	internal://	OutInterests	0	0	0	0
4	0	2	internal://	InData	0	0	0	0
4	0	2	internal://	OutData	0	0	0	0
4	0	2	internal://	InNacks	0	0	0	0
4	0	2	internal://	OutNacks	0	0	0	0
4	0	2	internal://	InSatisfiedInterests	0.0064	0	0	0
4	0	2	internal://	InTimedOutInterests	0	0	0	0
4	0	2	internal://	OutSatisfiedInterests	0	0	0	0
4	0	2	internal://	OutTimedOutInterests	0	0	0	0
4	0	256	internal://	InInterests	0	0	0	0
4	0	256	internal://	OutInterests	0	0	0	0
4	0	256	internal://	InData	0	0	0	0
4	0	256	internal://	OutData	0	0	0	0
4	0	256	internal://	InNacks	0	0	0	0
4	0	256	internal://	OutNacks	0	0	0	0
4	0	256	internal://	InSatisfiedInterests	0.0064	0	0	0
4	0	256	internal://	InTimedOutInterests	0	0	0	0
4	0	256	internal://	OutSatisfiedInterests	0	0	0	0
4	0	256	internal://	OutTimedOutInterests	0	0	0	0
4	0	257	netdev://[00:00:00:00:00:01]	InInterests	0.032	0.0013125	0	0
4	0	257	netdev://[00:00:00:00:00:01]	OutInterests	0	0	0	0
4	0	257	netdev://[00:00:00:00:00:01]	InData	0.064	0.066375	0	0
4	0	257	netdev://[00:00:00:00:00:01]	OutData	0.032	0.0331875	0	0
4	0	257	netdev://[00:00:00:00:00:01]	InNacks	0	0	0	0
4	0	257	netdev://[00:00:00:00:00:01]	OutNacks	0	0	0	0
4	0	257	netdev://[00:00:00:00:00:01]	InSatisfiedInterests	0.032	0	0	0
4	0	257	netdev://[00:00:00:00:00:01]	InTimedOutInterests	0	0	0	0
4	0	257	netdev://[00:00:00:00:00:01]	OutSatisfiedInterests	0	0	0	0
4	0	257	netdev://[00:00:00:00:00:01]	OutTimedOutInterests	0	0	0	0
4	0	258	appFace://	InInterests	0	0	0	0
4	0	258	appFace://	OutInterests	0.032	0.0013125	0	0
4	0	258	appFace://	InData	0.032	0.0331875	0	0
4	0	258	appFace://	OutData	0	0	0	0
4	0	258	appFace://	InNacks	0	0	0	0
4	0	258	appFace://	OutNacks	0	0	0	0
4	0	258	appFace://	InSatisfiedInterests	0	0	0	0
4	0	258	appFace://	InTimedOutInterests	0	0	0	0
4	0	258	appFace://	OutSatisfiedInterests	0.032	0	0	0
4	0	258	appFace://	OutTimedOutInterests	0	0	0	0
4	0	-1	all	SatisfiedInterests	0.0448	0	0	0
4	0	-1	all	TimedOutInterests	0	0	0	0
4	1	257	netdev://[00:00:00:00:00:02]	InInterests	0.032	0.0013125	0	0
4	1	257	netdev://[00:00:00:00:00:02]	OutInterests	0.032	0.0013125	0	0
4	1	257	netdev://[00:00:00:00:00:02]	InData	0.096	0.0995625	0	0
4	1	257	netdev://[00:00:00:00:00:02]	OutData	0.032	0.0331875	0	0
4	1	257	netdev://[00:00:00:00:00:02]	InNacks	0	0	0	0
4	1	257	netdev://[00:00:00:00:00:02]	OutNacks	0	0	0	0
4	1	257	netdev://[00:00:00:00:00:02]	InSatisfiedInterests	0.032	0	0	0
4	1	257	netdev://[00:00:00:00:00:02]	InTimedOutInterests	0	0	0	0
4	1	257	netdev://[00:00:00:00:00:02]	OutSatisfiedInterests	0.032	0	0	0
4	1	257	netdev://[00:00:00:00:00:02]	OutTimedOutInterests	0	0	0	0
4	1	-1	all	SatisfiedInterests	0.032	0	0	0
4	1	-1	all	TimedOutInterests	0	0	0	0
4	2	257	netdev://[00:00:00:00:00:03]	InInterests	0.064	0.002625	0	0
4	2	257	netdev://[00:00:00:00:00:03]	OutInterests	0	0	0	0
4	2	257	netdev://[00:00:00:00:00:03]	InData	0.096	0.0995625	0	0
4	2	257	netdev://[00:00:00:00:00:03]	OutData	0.032	0.0331875	0	0
4	2	257	netdev://[00:00:00:00:00:03]	InNacks	0	0	0	0
4	2	257	netdev://[00:00:00:00:00:03]	OutNacks	0	0	0	0
4	2	257	netdev://[00:00:00:00:00:03]	InSatisfiedInterests	0.032	0	0	0
4	2	257	netdev://[00:00:00:00:00:03]	InTimedOutInterests	0	0	0	0
4	2	257	netdev://[00:00:00:00:00:03]	OutSatisfiedInterests	0	0	0	0
4	2	257	netdev://[00:00:00:00:00:03]	OutTimedOutInterests	0	0	0	0
4	2	-1	all	SatisfiedInterests	0.032	0	0	0
4	2	-1	all	TimedOutInterests	0	0	0	0
4	3	257	netdev://[00:00:00:00:00:04]	InInterests	0.064	0.002625	0	0
4	3	257	netdev://[00:00:00:00:00:04]	OutInterests	0	0	0	0
4	3	257	netdev://[00:00:00:00:00:04]	InData	0.064	0.066375	0	0
4	3	257	netdev://[00:00:00:00:00:04]	OutData	0.032	0.0331875	0	0
4	3	257	netdev://[00:00:00:00:00:04]	InNacks	0	0	0	0
4	3	257	netdev://[00:00:00:00:00:04]	OutNacks	0	0	0	0
4	3	257	netdev://[00:00:00:00:00:04]	InSatisfiedInterests	0.032	0	0	0
4	3	257	netdev://[00:00:00:00:00:04]	InTimedOutInterests	0	0	0	0
4	3	257	netdev://[00:00:00:00:00:04]	OutSatisfiedInterests	0	0	0	0
4	3	257	netdev://[00:00:00:00:00:04]	OutTimedOutInterests	0	0	0	0
4	3	-1	all	SatisfiedInterests	0.032	0	0	0
4	3	-1	all	TimedOutInterests	0	0	0	0
4	4	1	internal://	InInterests	0	0	0	0
4	4	1	internal://	OutInterests	0	0	0	0
4	4	1	internal://	InData	0	0	0	0
4	4	1	internal://	OutData	0	0	0	0
4	4	1	internal://	InNacks	0	0	0	0
4	4	1	internal://	OutNacks	0	0	0	0
4	4	1	internal://	InSatisfiedInterests	0	0	0	0
4	4	1	internal://	InTimedOutInterests	0	0	0	0
4	4	1	internal://	OutSatisfiedInterests	0.0384	0	0	0
4	4	1	internal://	OutTimedOutInterests	0	0	0	0
4	4	2	internal://	InInterests	0	0	0	0
4	4	2	internal://	OutInterests	0	0	0	0
4	4	2	internal://	InData	0	0	0	0
4	4	2	internal://	OutData	0	0	0	0
4	4	2	internal://	InNacks	0	0	0	0
4	4	2	internal://	OutNacks	0	0	0	0
4	4	2	internal://	InSatisfiedInterests	0.0064	0	0	0
4	4	2	internal://	InTimedOutInterests	0	0	0	0
4	4	2	internal://	OutSatisfiedInterests	0	0	0	0
4	4	2	internal://	OutTimedOutInterests	0	0	0	0
4	4	256	internal://	InInterests	0	0	0	0
4	4	256	internal://	OutInterests	0	0	0	0
4	4	256	internal://	InData	0	0	0	0
4	4	256	internal://	OutData	0	0	0	0
4	4	256	internal://	InNacks	0	0	0	0
4	4	256	internal://	OutNacks	0	0	0	0
4	4	256	internal://	InSatisfiedInterests	0.032	0	0	0
